time,device,cpu,timestamp,str,dtype,fft,tstamp,host
02/21/23 12:45 PM,E6FEE52,,469,"  1,E6FEE52, 0.3685,-1.5571,-9.6996, 2.1478,-9.1132,-80.6396,638.5913,-666.4526,-952.5586,2424477954.0,IMU",1,0,2424477954,
02/21/23 12:45 PM,E6FEE52,,473,"  1,E6FEE52, 0.3677,-1.5546,-9.7021, 2.1423,-9.0967,-80.6506,638.5693,-666.3867,-952.6025,2424487329.0,IMU",1,0,2424487329,
02/21/23 12:45 PM,E6FEE52,,477,"  1,E6FEE52, 0.3661,-1.5587,-9.7037, 2.1313,-9.1187,-80.6342,638.5254,-666.4746,-952.5366,2424496704.0,IMU",1,0,2424496704,
02/21/23 12:45 PM,E6FEE52,,481,"  1,E6FEE52, 0.3653,-1.5530,-9.7021, 2.1259,-9.0857,-80.6671,638.5034,-666.3428,-952.6685,2424506079.0,IMU",1,0,2424506079,
02/21/23 12:45 PM,E6FEE52,,485,"  1,E6FEE52, 0.3653,-1.5554,-9.7021, 2.1259,-9.1022,-80.6561,638.5034,-666.4087,-952.6245,2424515454.0,IMU",1,0,2424515454,
02/21/23 12:45 PM,E6FEE52,,489,"  1,E6FEE52, 0.3694,-1.5546,-9.7004, 2.1533,-9.1022,-80.6506,638.6133,-666.4087,-952.6025,2424524829.0,IMU",1,0,2424524829,
02/21/23 12:45 PM,E6FEE52,,493,"  1,E6FEE52, 0.3669,-1.5579,-9.7004, 2.1368,-9.1187,-80.6342,638.5474,-666.4746,-952.5366,2424534204.0,IMU",1,0,2424534204,
02/21/23 12:45 PM,E6FEE52,,497,"  1,E6FEE52, 0.3669,-1.5546,-9.7012, 2.1368,-9.1022,-80.6506,638.5474,-666.4087,-952.6025,2424543579.0,IMU",1,0,2424543579,
02/21/23 12:45 PM,E6FEE52,,501,"  1,E6FEE52, 0.3661,-1.5554,-9.7029, 2.1313,-9.1022,-80.6506,638.5254,-666.4087,-952.6025,2424552954.0,IMU",1,0,2424552954,
02/21/23 12:45 PM,E6FEE52,,505,"  1,E6FEE52, 0.3661,-1.5546,-9.7021, 2.1368,-9.0967,-80.6561,638.5474,-666.3867,-952.6245,2424562329.0,IMU",1,0,2424562329,
02/21/23 12:45 PM,E6FEE52,,509,"  1,E6FEE52, 0.3702,-1.5571,-9.7012, 2.1588,-9.1132,-80.6396,638.6353,-666.4526,-952.5586,2424571704.0,IMU",1,0,2424571704,
